Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
18245960,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",5,4.05,Tor Books,Kindle Edition,400,2014,2006,2015/07/11,2014/11/14,,,read,"This was an excellent book. I can count it among the masterpieces of modern science fiction. The story has elements similar to that of other science fiction stories, such as [b:Nightfall and Other Stories|70771|Nightfall and Other Stories|Isaac Asimov|https://d.gr-assets.com/books/1297455226s/70771.jpg|26652722] by Isaac Asimov, [b:Childhood's End|414999|Childhood's End|Arthur C. Clarke|https://d.gr-assets.com/books/1320552628s/414999.jpg|209414] and [b:Rendezvous with Rama|112537|Rendezvous with Rama (Rama, #1)|Arthur C. Clarke|https://d.gr-assets.com/books/1405456427s/112537.jpg|1882772] by Arthur C. Clarke, and [b:Anathem|2845024|Anathem|Neal Stephenson|https://d.gr-assets.com/books/1436598125s/2845024.jpg|6163095] by Neal Stephenson. It is important to stress that this is a hard science fiction novel. Generally, hard sci-fi stories focus strongly on the premise of the story (the idea) rather  than characters or plot, so approach the story with that in mind. While it is technically part of a trilogy, the story stands extremely well on it's own. Of course, I'll be paying attention for more translated works of Liu Cixin.<br/><br/>For my full review, see my blog at http://strakul.blogspot.com/2015/07/book-review-three-body-problem-by-liu.html",,,1,,,0,,,,,
18214457,The Sound of Things Falling,Juan Gabriel Vásquez,"Vásquez, Juan Gabriel",,"=""""","=""""",1,3.79,Riverhead,Kindle Edition,288,2013,2011,,2015/05/31,dropped,dropped (#4),dropped,,,,0,,,0,,,,,
8862633,"Mort (Discworld, #4)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",5,4.22,HarperCollins e-books,Kindle Edition,309,2009,1987,2015/05/23,2012/12/31,,,read,"This was a great Discworld novel and I highly recommend it for newcomers to the series. The best part of the book is probably the character Death, who is very unique and surprising in this universe. The plot moves along quickly as well, making this a short, enjoyable read.<br/><br/>For my full review, check out my blog: http://strakul.blogspot.com/2015/05/book-review-mort-by-terry-pratchett.html",,,1,,,0,,,,,
6318144,"The Wee Free Men (Discworld, #30)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",4,4.25,HarperCollins ,Kindle Edition,322,2009,2003,2015/05/02,2015/04/12,,,read,"This is a young adult Discworld novel featuring Tiffany Aching, a young girl in the Chalk with the talents to become a witch. The novel is fast paced and simple and, while the cast of characters isn't large, those that are there are impactful. Overall, a pretty fun and light read.<br/><br/>Check out my blog for a full review: http://strakul.blogspot.com/2015/05/book-review-wee-free-men-by-terry.html",,,1,,,0,,,,,
18007564,The Martian,Andy Weir,"Weir, Andy",,"=""0804139024""","=""9780804139021""",0,4.40,Crown,Hardcover,384,2014,2012,,2015/05/01,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
22033200,The Robin Hood Guerrillas: The Epic Journey of Uruguay's Tupamaros,Pablo Brum,"Brum, Pablo",,"=""1497308720""","=""9781497308725""",0,4.02,CreateSpace Independent Publishing Platform,Paperback,402,2014,2014,,2015/04/12,dropped,dropped (#3),dropped,,,,0,,,0,,,,,
10836813,The Time in Between,María Dueñas,"Dueñas, María",Daniel Hahn,"=""1451616880""","=""9781451616880""",0,4.12,Atria Books,Hardcover,615,2011,2009,,2014/10/11,dropped,dropped (#2),dropped,,,,0,,,0,,,,,
12427872,Marketing for Scientists: How to Shine in Tough Times,Marc J. Kuchner,"Kuchner, Marc J.",,"=""1597269948""","=""9781597269940""",0,3.80,Island Press,Paperback,248,2011,2011,,2012/07/26,dropped,dropped (#1),dropped,,,,0,,,0,,,,,
23907449,The Immoralist,André Gide,"Gide, André",Richard Howard,"=""""","=""""",3,3.58,Vintage,Kindle Edition,193,2014,1902,2015/02/21,2015/02/14,,,read,"Overall, a pretty average book for me. I didn't like the main character or some of the philosophy-heavy prose, which in my opinion slowed down the novel. On the other hand, I did like the start as it was a journey, both physical and emotional, of discovery through hard times. Unfortunately, this journey rather than lift him up brings him down and affects those around him, notably his wife Marceline. To me, this is a novel about finding happiness. He comments to his friends that in hindsight he had reached happiness, but through his quest for new experiences squanders it and looses everything he had. Everyone's opinion of what happiness is can be different, but for me it felt sad to read about his end and especially Marceline's.",,,1,,,0,,,,,
18361097,Elephant Moon,John  Sweeney,"Sweeney, John",,"=""""","=""""",3,3.78,Silvertail Books,Kindle Edition,242,2013,2012,2015/02/03,2015/01/21,,,read,"Pretty interesting start with some detailed narrative of the situation in Burma in the war. However, the book suffered in the latter parts as cliched characters are introduced. The main villain is the clear example as he is so evil as to become a caricature and you can almost fully predict how things will play out because of it. Overall, an average book.",,,1,,,0,,,,,
21911720,"Firefight (The Reckoners, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.27,Delacorte Press,Kindle Edition,427,2015,2015,2015/01/11,2015/01/11,,,read,"Sanderson is one of my favorite authors and he has yet to disappoint me. This is another great story featuring excellent characters with both fast-paced action and slow moments to ponder the mysteries of the world. Despite the fact that I usually don't enjoy straight up superhero stories, the Reckoners series is quickly becoming an excellent set of books to read. Maybe it's the fact the superhero story has been turned upside down, or the fact that Sanderson is such a good storyteller. Regardless, this is a series I'll certainly continue and I highly recommend you pick it up.<br/><br/>For a full review, see my blog: http://strakul.blogspot.com/2015/01/book-review-firefight-by-brandon.html",,,1,,,0,,,,,
18966322,"Mitosis (The Reckoners, #1.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""0449818438""","=""9780449818435""",0,3.86,Delacorte Press,ebook,55,2013,2013,,2015/01/16,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
20944489,Ancillary Sword (Imperial Radch #2),Ann Leckie,"Leckie, Ann",,"=""""","=""""",4,4.06,Orbit,Kindle Edition,400,2014,2014,2015/01/10,2015/01/03,,,read,"This was another great addition to the Imperial Radch saga. It wasn't as good as the first, but still holds up nicely. A good, if somewhat unpredictable, plot and good characters drive the story. Some of my favorite parts were the early scenes as Breq manages her crew and promotes their teamwork. The struggle of the Lord of the Radch with herself is still going on, but it mainly serves as a backdrop to this story. The book does end on a bit of a mystery, which makes the following one required reading.<br/><br/>For a full review, check out my blog: http://strakul.blogspot.com/2015/01/book-review-ancillary-sword-by-ann.html",,,1,,,0,,,,,
20566495,Afterparty,Daryl Gregory,"Gregory, Daryl",,"=""""","=""""",4,3.73,Tor Books,Kindle Edition,304,2014,2014,2015/01/01,2014/12/27,,,read,"I quite enjoyed this story. I read this book just after finishing [b:Skin Deep|20886354|Skin Deep (Legion, #2)|Brandon Sanderson|https://d.gr-assets.com/books/1404932663s/20886354.jpg|40227944] and found some interesting similarities with the story. The plot was fast paced and the premise quite cool, but I wished there had been more variety and depth to some of the characters. <br/><br/>For a full review, see my blog http://strakul.blogspot.com/2015/01/book-review-afterparty-by-daryl-gregory.html",,,1,,,0,,,,,
23597731,"Skin Deep (Legion, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,4.13,"Dragonsteel Entertainment, LLC",Kindle Edition,208,2014,2014,2014/12/20,2014/12/17,,,read,"Another novella by the incredible Brandon Sanderson. This one is a sequel to Legion, which introduces us to the mad genius of Stephen Leeds. We see again his legion of aspects, imaginary people he creates as he learns new things, solving a mystery involving biotechnology and a stolen corpse. The novella is fast paced, though a lot of the focus is on Stephen and his aspects. The more interesting parts of the story where those that touched on his interactions with the aspects and how he seems to be loosing control of them. It sets the stage for some potential future developments.<br/>Overall, a pretty good, fast read. Reading the prior one first ([b:Legion|13452375|Legion (Legion, #1)|Brandon Sanderson|https://d.gr-assets.com/books/1338512017s/13452375.jpg|18978261]) is highly recommended.",,,1,,,0,,,,,
13554058,The Wandering Earth,Liu Cixin,"Cixin, Liu",Holger Nahm,"=""""","=""""",5,4.07,"Beijing Guomi Digital Technology Co., Ltd.",Kindle Edition,45,2012,2000,2014/12/15,2014/12/16,,,read,"A short story with an epic scope yet personal touch, The Wandering Earth deserves to be read by any fan of classic science fiction.<br/><br/>For a longer review, check out my blog: http://strakul.blogspot.com/2014/12/short-story-review-wandering-earth-by.html",,,1,,,0,,,,,
23464181,"The City Stained Red (Bring Down Heaven, #1)",Sam Sykes,"Sykes, Sam",,"=""""","=""""",4,3.73,Orbit,Kindle Edition,628,2014,2014,2014/12/14,2014/10/22,,,read,"This was a cool introduction to what appears to be a very promising series. The characters are top notch, even if their flaws make them a little too crude or violent for my tastes. The plot is full of action, yet takes the time to weave in the character stories so you can get to know who these people are. Despite being a group of adventurers, I felt they spent little time with each other and mostly they went off in their own business. It would have been nicer to see a bit more interaction between them. Sykes does have a prior series, so it's possible that's where the characters met. I haven't read it and didn't feel I missed out on anything by starting with The City Stained Red. The ending was particularly cool as there are some interesting revelations and twists that make you wonder what will happen next.<br/>Overall this was an enjoyable read and I look forward to the rest in the series.<br/><br/>There is a very neat comic introducing the series (from the character perspective) over at Sam Sykes' website so be sure to check it out:<br/><br/>For my full review, check out my blog: http://strakul.blogspot.com/2014/12/book-review-city-stained-red-by-sam.html",,,1,,,0,,,,,
20646731,"The Mirror Empire (Worldbreaker Saga, #1)",Kameron Hurley,"Hurley, Kameron",Richard Anderson,"=""0857665553""","=""9780857665553""",0,3.49,Angry Robot,Paperback,540,2014,2014,,2014/11/26,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
12594719,The Fear Index,Robert   Harris,"Harris, Robert",,"=""""","=""""",3,3.47,Cornerstone Digital,Kindle Edition,402,2011,2011,2014/11/14,2014/11/12,,,read,"This was an interesting novel with a decent premise, though I felt it could have been much better. The characters could have been expanded a little more, though perhaps the nature of the story prevented this. The plot could also have been tighter, though the pace was very good. The biggest drawback, in my opinion, is that this is a thriller and there is a mystery behind who is responsible for everything going on. The answer is obvious very early on, but the author tries hard to convince you otherwise. I was disappointed at the conclusion as I really expected him to pull a surprise or twist or big reveal of some sort.<br/><br/>So in the end, I would mark the book as average: good for it's premise and pacing, bad for it's execution and resolution.<br/><br/>A full review can be found in my blog: http://strakul.blogspot.com/2014/11/book-review-fear-index-by-robert-harris.html",,,1,,,0,,,,,
21032488,"The Doors of Stone (The Kingkiller Chronicle, #3)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0575081449""","=""9780575081444""",0,3.70,Gollancz,Hardcover,896,,,,2011/04/06,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
18458800,"The Widow's House (The Dagger and the Coin, #4)",Daniel Abraham,"Abraham, Daniel",,"=""031620398X""","=""9780316203982""",0,4.07,Orbit,Paperback,495,2014,2014,,2014/10/29,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
5137134,Infidel,Ayaan Hirsi Ali,"Ali, Ayaan Hirsi",,"=""""","=""""",5,4.18,Atria Books,Kindle Edition,520,2007,2006,2014/10/26,2014/10/11,,,read,"The book details the life of Ayaan Hirsi Ali, born Ayaan Hirsi Magan in Muslim Somalia and how she ends up with a political career in the Netherlands. It's a book of a painful life as she struggles through cultural and religious oppression and achieves her freedom, a freedom that costs her dearly and places her life in mortal danger. It is not a light, easy book and will instead force you to think about some potentially controversial subjects.<br/><br/>Overall, it was a fascinating read and a look into a different society and way of living. Hirsi Ali presents her story very well and makes you sympathize with her plight. You learn a lot about the Somali lifestyle, about Islam, and about how women are treated in other parts of the world. It's a book that makes you think about human rights and religion in the modern era.<br/><br/>A full review can be found in my blog: http://strakul.blogspot.com/2014/10/book-review-infidel-by-ayaan-hirsi-ali.html",,,1,,,0,,,,,
77887,"Sun of Suns (Virga, #1)",Karl Schroeder,"Schroeder, Karl",,"=""0765315432""","=""9780765315434""",3,3.74,Tor Books,Hardcover,318,2006,2006,2014/09/04,2012/07/08,,,read,"Sun of Suns is an all-around mediocre book. The setting is fascinating, but the characters are subpar. The plot makes for a simple quick read. However, the characters fall completely flat and ruin the experience. It's a shame since the world seems like a great place to explore. It's an OK book if you just want to pass the time and read a quick story, but I wouldn't give this a particularly high recommendation. I think this would have been better presented as a hard sci-fi short story than a full-length novel.<br/><br/>For a full review, check out my blog: http://strakul.blogspot.com/2014/09/book-review-sun-of-suns-by-karl.html",,,1,,,0,,,,,
49628,Cloud Atlas,David Mitchell,"Mitchell, David",,"=""0375507256""","=""9780375507250""",0,4.00,Random House,Paperback,509,2004,2004,,2014/09/03,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
6316985,Diamonds in the Sky,Mike Brotherton,"Brotherton, Mike","Jerry Oltion, Alma Alexander, Wil McCarthy, Gerald M. Weinberg, Daniel M. Hoyt, Mary Robinette Kowal, Jeffrey A. Carver, G. David Nordley, Geoffrey A. Landis, Kevin R. Grazier, Ges Segar, Kalin M. Nenov, Valentin D. Ivanov, David D. Levine","=""AlexisGlyn""","=""Contributor""",0,3.22,www.mikebrotherton.com,ebook,159,2009,2009,,2014/09/03,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
337048,The Engines of God (The Academy #1),Jack McDevitt,"McDevitt, Jack",,"=""0441002846""","=""9780441002849""",0,3.84,Ace,Mass Market Paperback,419,1995,1994,,2014/09/03,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
16059400,Burning Paradise,Robert Charles Wilson,"Wilson, Robert Charles",,"=""0765332612""","=""9780765332615""",0,3.35,Tor Books,Hardcover,320,2013,2013,,2014/09/03,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
6567830,"Equal Rites (Discworld, #3)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",4,4.02,HarperCollins e-books,Kindle Edition,265,2009,1987,2014/08/19,2014/08/16,,,read,"This was a great addition to my reading of Discworld novels. This book is interesting in that while it deals with a simple story of a girl growing up (and magic and all that stuff), it has a second layer of meaning when you consider people preconceptions about their place in society (due to gender or other reasons). It's a book that is deeper than it lets on, though the humour is used extensively and well. While the plot was simple and short, I enjoyed the book and its characters and hope to see more of them in future Discworld novels.<br/><br/>For my full review, check out my blog: http://strakul.blogspot.com/2014/08/book-review-equal-rites-by-terry.html",,,1,,,0,,,,,
19210400,King Rat,China Miéville,"Miéville, China",,"=""""","=""""",0,3.55,Tor Books,Kindle Edition,321,2000,1998,,2014/07/28,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
11986736,Reamde,Neal Stephenson,"Stephenson, Neal",,"=""""","=""""",0,3.98,William Morrow,Kindle Edition,1055,2011,2011,,2014/07/28,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
77207,"The Story of the Stone (The Chronicles of Master Li and Number Ten Ox, #2)",Barry Hughart,"Hughart, Barry",,"=""0553282786""","=""9780553282788""",4,4.13,Bantam,Mass Market Paperback,289,1989,1988,2014/07/26,2014/06/22,,,read,"This was a great book and I would highly recommend it. It's a clever take on fantasy tales and draws from Chinese myth, which most Western readers may not be familiar with. The characters are excellent and the author places them in comical and exciting adventures. The humor in the novel is well-placed and brilliantly executed as well, making it a happy novel to read. I will certainly be reading the third and final novel of the series.<br/><br/>For my full review, check out my blog: http://strakul.blogspot.com/2014/07/book-review-story-of-stone-by-barry.html",,,1,,,0,,,,,
12109372,"Range of Ghosts (Eternal Sky, #1)",Elizabeth Bear,"Bear, Elizabeth",,"=""0765327546""","=""9780765327543""",0,3.69,Tor Books,Hardcover,334,2012,2012,,2014/07/15,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
10032672,The Language of Flowers,Vanessa Diffenbaugh,"Diffenbaugh, Vanessa",,"=""034552554X""","=""9780345525543""",2,4.08,Ballantine Books,Hardcover,323,2011,2011,2014/06/19,2014/06/19,,,read,"I don't think this book was for me, but I tried to get what I could out of it. I enjoyed the first part, as the character struggles to find her place in the world. This is diminished on the middle parts where it turns to an unoriginal love story. The last part redeems the book as the main character finds herself again, but it was too little, too late. Maybe other people can enjoy her struggle with <spoiler>romance, pregnancy, and motherhood</spoiler>, but it wasn't what I was looking for. <br/>I did enjoy the language she attributes to flowers and, while whenever I have plants they tend to die quickly (apparently they constantly need to be watered, except when they don't), it is cool to think you could be sending a secret message with your choice of plants.<br/><br/>A full review can be found on my blog: http://strakul.blogspot.com/2014/06/book-review-language-of-flowers-by.html",,,1,,,0,,,,,
117833,The Master and Margarita,Mikhail Bulgakov,"Bulgakov, Mikhail","Ellendea Proffer, Katherine Tiernan O'Connor, Diana Lewis Burgin","=""0679760806""","=""9780679760801""",4,4.29,Vintage International,Paperback,335,1996,1967,2014/06/05,2014/05/18,,,read,"This book was better than I expected. Although I wouldn't call it a favorite, I can see why some people really like it. By itself, it's a good fantastical tale set in more modern times (compared to say, medieval Europe). It's a bit over the top at times, but still enjoyable.<br/><br/>A full review is up in my blog: http://strakul.blogspot.com/2014/06/book-review-master-and-margarita-by.html",,,1,,,0,,,,,
16160834,"The Cuckoo's Calling (Cormoran Strike, #1)",Robert Galbraith,"Galbraith, Robert",,"=""""","=""""",4,3.87,Mulholland Books,Kindle Edition,561,2013,2013,2013/10/20,2013/10/04,,,read,"This was a pretty solid detective story. Nothing too extraordinary or fancy about it, yet it still worked. The author has created a flawed, yet credible detective that helps drive the narrative along, both with his personal story and with his investigation. Cormoran Strike is no Sherlock Holmes, but he's a cool and interesting detective in his own right and really helps drive the story. I'm certain we'll see more Cormoran Strike novels in the future. <br/>It's no Harry Potter, but Rowling has shown she has what it takes to tell compelling stories even without the childhood wonder of magic.<br/><br/>For my full review: http://strakul.blogspot.com/2013/10/book-review-cuckoos-calling-by-robert.html",,,1,,,0,,,,,
18351405,Ancillary Justice (Imperial Radch #1),Ann Leckie,"Leckie, Ann",,"=""1306759439""","=""9781306759434""",5,3.97,Orbit,ebook,416,2013,2013,2014/05/09,2013/12/27,,,read,"The book started off a bit confusing, both because of the alternating timeline between the even and odd chapters, but also because of the unique nature of the main character. This is all quickly straightened out, though, so it pays off to persevere. Overall, the book is very interesting and ambitious. I can see why it has won or been nominated for several awards. The cast of characters is fairly small, which streamlines the story and keeps the story focused despite the potential for an epic scope. I enjoyed the book and look forward to the next in the series.<br/><br/>For my full review, check out my blog: http://strakul.blogspot.com/2014/05/book-review-ancillary-justice-by-ann.html",,,1,,,0,,,,,
15177,"Bridge of Birds (The Chronicles of Master Li and Number Ten Ox, #1)",Barry Hughart,"Hughart, Barry",,"=""0345321383""","=""9780345321381""",5,4.29,Del Rey,Paperback,278,1985,1984,2014/04/20,2014/04/09,,,read,"I thoroughly enjoyed this book. It is a lighthearted fun tale told in an intriguing setting with some fascinating characters. In the end, it's a fantasy tale that reads like a retelling of old myths. I look forward to continuing the adventures of Master Li and Number Ten Ox. I do wonder: is the tale of the Princess of Birds and the Star Shepherd a real legend in ancient China or is it completely made up?<br/><br/>Unfortunately, I've learned that the author discontinued the books after having trouble with publishers. Each of the 3 books can stand on it's own so it's not really a trilogy or series, but there was a reference in Bridge of Birds to an adventure they would have but that never got written. Nevertheless, I would still highly recommend this book to anyone interesting in some lighthearted fantasy with a hint of China.<br/><br/>As always, my full review is on my blog: http://strakul.blogspot.com/2014/04/book-review-bridge-of-birds-by-barry.html",,,1,,,0,,,,,
6522093,"A Feast for Crows (A Song of Ice and Fire, #4)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",5,4.13,Bantam,Kindle Edition,852,2005,2005,2011/04/21,2011/02/06,,,read,"I can see why people love A Song of Ice and Fire!<br/>This is another strong installment to the series. Like the others, you can expect to see vivid characters performing atrocious acts in a believable world.<br/>In my opinion, [b:A Storm of Swords|62291|A Storm of Swords (A Song of Ice and Fire, #3)|George R.R. Martin|http://photo.goodreads.com/books/1298429990s/62291.jpg|1164465] was better, but probably because it focused on some of my favorite characters (Snow, Tyrion, Dany). Here we see more of Cersei, Brienne, and Jaime as well as the Greyjoys so we get to see what some of the other characters have been up to. The next book, [b:A Dance with Dragons|2782553|A Dance with Dragons (A Song of Ice and Fire, #5)|George R.R. Martin|http://photo.goodreads.com/books/1301849720s/2782553.jpg|2936175] is coming out soon, though I am not among the fans who had to wait ages for it. Still, I am excited for the next book!",,,1,,,0,,,,,
11785454,Aunt Julia and the Scriptwriter,Mario Vargas Llosa,"Llosa, Mario Vargas",Helen R. Lane,"=""""","=""""",3,3.93,Picador,Kindle Edition,388,2011,1977,2014/03/23,2014/03/15,,,read,"Some books you absolute love and rave about, others you detest very strongly. This book is neither. It was good but not great and not bad enough to dismiss. It had it's moments of comedy and tension and there was an interesting dynamic between the real life and Camacho's radio serials. However, in the end I would say it's mediocre. A fun book to pass the time if you have nothing better to read. Like others before me, I'd recommend ending the book at Chapter 19 and not reading the final, 20th chapter.<br/><br/>My full review can be found at my blog: http://strakul.blogspot.com/2014/03/book-review-aunt-julia-and-scriptwriter.html",,,1,,,0,,,,,
9414479,"Dust of Dreams (Malazan Book of the Fallen, #9)",Steven Erikson,"Erikson, Steven",,"=""""","=""""",4,4.31,Tor Books,Kindle Edition,817,2010,2009,2014/03/02,2013/12/07,,,read,"This was not the strongest book in the Malazan series, though it could also be that my interrupting it several times to read other, shorter books hurt my enjoyment of it. In particular, there were several confusing plot lines in an already huge book with too large of cast of characters. However, the endings for both the 3rd and 4th parts were especially epic and thoroughly enjoyable. It doesn't feel as complete as the others, and the author acknowledges that. It clearly was meant as the first part of the finale. Hence, I'm looking forward to the final book as Erikson really knows how to end his books with a blast.<br/><br/>For a full review, see my blog: http://strakul.blogspot.com/2014/03/book-review-dust-of-dreams-by-steven.html",,,1,,,0,,,,,
12262741,Wild: From Lost to Found on the Pacific Crest Trail,Cheryl Strayed,"Strayed, Cheryl",,"=""0307592731""","=""9780307592736""",5,4.01,Knopf,Hardcover,315,2012,2012,2014/02/24,2014/02/18,,,read,"I tend not to read nonficiton too often, yet I really enjoyed this book. The main reason was the parallels between her narrative and Joseph Campbell's monomyth, or the hero's journey. You can argue whether or not she is a real hero and what she got in the end, but the fact remains that her story draws elements from the monomyth which, in my opinion, makes it more appealing to a broader audience. <br/>The story is one of acceptance: her life hasn't been that great and she's made some bad decisions along the way, but her arduous trip gives her a new perspective and allows her to accept herself for who she is and learn to be happy. She may not explicitly state what new insight she gained or exactly when or how she changed, but by the end you realize: she doesn't have to. <br/><br/>For my full review, see: http://strakul.blogspot.com/2014/02/book-review-wild-by-cheryl-strayed.html",,,1,,,0,,,,,
375802,"Ender's Game (Ender's Saga, #1)",Orson Scott Card,"Card, Orson Scott","Stefan Rudnicki, Harlan Ellison","=""0812550706""","=""9780812550702""",4,4.30,Macmillan Audio,Audiobook,352,2004,1985,2014/01/30,2010/12/02,,,read,An old classic I reread after watching the movie. It was good to see the Battle School and Ender's Dragon army again after so many years (decades?) after I initially read it. I'm glad I can still enjoy the book after all this time.<br/><br/>A full review is up on my blog: http://strakul.blogspot.com/2014/01/book-review-enders-game-by-orson-scott.html,,,1,,,0,,,,,
6437061,"The Hundred Thousand Kingdoms (Inheritance, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""0316043915""","=""9780316043915""",5,3.85,Hachette Book Group Orbit,Paperback,427,2010,2010,2013/12/27,2011/03/17,,,read,"This was a thoroughly enjoyable book and a fresh take on a traditional fantasy story. We're all familiar with the story of a young man (or woman; though it tends to be a man) that is thrust into power as he/she inherits it or discovers he/she is a lost prince/princess, etc, etc. We're also familiar with the stories of all-powerful gods intervening in mortal affairs. Jemisin manages to take both aspects and merges them together in The Hundred Thousand Kingdoms. While there are more books to this series (a trilogy), the first feels very independent as the other two deal with different characters and plots. If you're interested in the history and development of the world, you can continue reading them, otherwise you end at the first and get a complete story.<br/><br/>A full review can be found in my blog: http://strakul.blogspot.com/2013/12/book-review-hundred-thousand-kingdoms.html",,,1,,,0,,,,,
3388,Corelli's Mandolin,Louis de Bernières,"Bernières, Louis de",,"=""067976397X""","=""9780679763970""",4,3.98,Vintage,Paperback,437,1995,1994,2013/11/30,2013/11/09,,,read,"I'll have a more detailed review later on in my blog, but for now I can say that this was a pretty good book.<br/>I haven't read too much historical fiction, so I was very interested to see the perception of WWII in Greece and Italy and the evolution of their ideas around that time.<br/>The characters were quite interesting, but the pacing was a bit off since the author would frequently stop to talk about the history of the war or the culture of the people before going back to the characters. Those were interesting interludes, but they did chop up the pace of the plot. It did bring a grander scope to the story rather than focusing just on Pelagia and her life. <br/>The last third of the story felt very rushed as ~40 years passed in a few chapters. It's justified though, given the nature of the story at that point; I would say the end parts are a bit bittersweet.",,,1,,,0,,,,,
6219133,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,"=""""","=""""",5,4.26,Spectra,Kindle Edition,752,2006,2006,2013/11/03,2011/02/06,,,read,"This was an excellent book and a great counterpoint to the last book I read (a detective novel). The characters and plot are top-notch and the setting is quite interesting too. While this is part of a series, this book feels very complete. I'm not sure how the story will progress beyond the first book, but there is at least one element left open that I think may be addressed. I will certainly be reading the other books in this series.<br/><br/>My full review is on my blog: http://strakul.blogspot.com/2013/11/book-review-lies-of-locke-lamora-by.html",,,1,,,0,,,,,
17698536,"Steelheart (Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.13,Delacorte Books for Young Readers,Kindle Edition,384,2013,2013,2013/10/01,2013/09/24,,,read,"I am a big fan of Sanderson's work and I can say I am very pleased with this new book. While some of his books are sprawling epics that takes weeks to read, this is a small well-contained book that reads in a flash. It almost feels too short! As I understand, there will be a few more books in the series to flesh it out, but the story is perfectly fine on its own. The characters are interesting and unique, you feel like you would have a great time hanging out with them. The setting, like all of Sanderson's books, is clever and imaginative. I look forward to reading more books set in this universe.<br/><br/>For a full review, see my blog: http://strakul.blogspot.com/2013/10/book-review-steelheart-by-brandon.html",,,1,,,0,,,,,
10133842,The Slap,Christos Tsiolkas,"Tsiolkas, Christos",,"=""""","=""""",2,3.21,Penguin Books,Kindle Edition,495,2010,2008,2013/09/24,2013/09/11,,,read,"When I read a book, I immerse myself in the story. I become the characters, carry out the plot, and explore the setting. Perhaps not everyone reads the same way I do, but it means that I allow stories to evoke feelings in me. When a story has banal, shallow, or repulsive characters, I have trouble enjoying the story. This is one such book. Maybe if I distanced myself a bit more, I would have better enjoyed it. The strong opinions of the characters were frequently unpleasant and the plot and setting are not outstanding, so I was left with a bitter opinion of the book.<br/><br/>In the end, the social commentary about culture, family, forgiveness, raising children, and the varying opinions on each was interesting, if delivered a bit heavy handedly. It is certainly a book that forces you to think and confront a lot of your biases and opinions. This is not a light read, so if you are giving it a go I would recommend detaching yourself from the story and, above all, try not to take any sides. The controversial nature of the slap, however, will make for some very interesting discussion at the book club...<br/><br/>A full review is available on my blog: http://strakul.blogspot.com/2013/09/book-review-slap-by-christos-tsiolkas.html",,,1,,,0,,,,,
8580931,"The Word for World is Forest (Hainish Cycle, #5)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",4,3.98,Tor Books,Kindle Edition,189,2010,1972,2013/09/10,2013/09/06,,,read,"This is a short book with a simple premise and story. It's told very well through 3 separate viewpoints. The characters, though clearly defined, appear somewhat two-dimensional. Perhaps, though, this is just a limitation of the short nature of the story, at just barely 200 pages. Still, I enjoyed it for its simplicity. The similarity to so many other stories (humans conquering natives, which rise up against them) made it feel a tad derivative, though bear in mind that this was written in the 1970s so perhaps it was seen as fresh and new among the science fiction community back then?<br/><br/>For a full review, see my blog: http://strakul.blogspot.com/2013/09/book-review-word-for-world-is-forest-by.html",,,1,,,0,,,,,
